Id,
19,Angled90,P2,True,44.29333
20,Angled90,P2,True,22.31793
19,FaceToFaceNoIntersect,P2,True,38.37979
20,FaceToFaceNoIntersect,P2,True,24.05162
19,CoupledView,P2,True,24.58267
20,CoupledView,P2,True,49.89819
19,FacetoFaceIntersect,P2,True,29.0448
20,FacetoFaceIntersect,P2,True,38.86093
19,SideBySide,P2,True,27.95874
20,SideBySide,P2,True,7.345566
21,FacetoFaceIntersect,P2,True,73.97833
22,FacetoFaceIntersect,P2,True,49.13449
21,FaceToFaceNoIntersect,P2,True,36.5493
22,FaceToFaceNoIntersect,P2,True,46.40359
21,SideBySide,P2,True,32.11703
22,SideBySide,P2,True,7.52652
21,Angled90,P2,True,63.79913
22,Angled90,P2,True,13.53519
21,CoupledView,P2,True,35.79276
22,CoupledView,P2,True,25.58258
23,SideBySide,P2,True,34.29044
24,SideBySide,P2,True,22.73682
23,CoupledView,P2,True,64.26648
24,CoupledView,P2,True,27.5022
23,FacetoFaceIntersect,P2,True,35.57016
24,FacetoFaceIntersect,P2,True,46.20648
23,Angled90,P2,True,36.88783
24,Angled90,P2,True,13.9099
23,FaceToFaceNoIntersect,P2,True,61.03026
24,FaceToFaceNoIntersect,P2,True,39.38652
3,SideBySide,P2,True,66.86859
4,SideBySide,P2,True,10.52118
3,CoupledView,P2,True,52.50195
4,CoupledView,P2,True,70.05423
3,FacetoFaceIntersect,P2,True,22.68332
4,FacetoFaceIntersect,P2,True,20.13286
3,Angled90,P2,True,51.0089
4,Angled90,P2,True,10.00598
3,FaceToFaceNoIntersect,P2,True,53.4789
4,FaceToFaceNoIntersect,P2,True,41.39878
5,Angled90,P2,True,50.65964
6,Angled90,P2,True,11.48495
5,CoupledView,P2,True,42.15176
6,CoupledView,P2,True,28.32896
5,FaceToFaceNoIntersect,P2,True,33.8875
6,FaceToFaceNoIntersect,P2,True,30.81714
5,SideBySide,P2,True,20.48577
6,SideBySide,P2,True,14.66463
5,FacetoFaceIntersect,P2,True,27.71928
6,FacetoFaceIntersect,P2,True,15.2863
7,FaceToFaceNoIntersect,P1,False,0
8,FaceToFaceNoIntersect,P1,False,1.72522
7,FaceToFaceNoIntersect,P2,True,63.24478
8,FaceToFaceNoIntersect,P2,True,19.5491
7,FacetoFaceIntersect,P2,True,56.20403
8,FacetoFaceIntersect,P2,True,28.53796
7,Angled90,P2,True,54.27066
8,Angled90,P2,True,10.84154
7,SideBySide,P2,True,36.43333
8,SideBySide,P2,True,24.8656
7,CoupledView,P2,True,29.34733
8,CoupledView,P2,True,18.07326
9,SideBySide,P2,True,40.97571
10,SideBySide,P2,True,16.19934
9,FacetoFaceIntersect,P2,True,33.37912
10,FacetoFaceIntersect,P2,True,38.03732
9,CoupledView,P2,True,13.60538
10,CoupledView,P2,True,24.06458
9,CoupledView,P2,True,0.1871948
10,CoupledView,P2,True,1.438202
9,FaceToFaceNoIntersect,P2,True,22.55731
10,FaceToFaceNoIntersect,P2,True,21.27121
9,Angled90,P2,True,12.23669
10,Angled90,P2,True,5.549408
11,CoupledView,P2,True,83.20856
12,CoupledView,P2,True,48.12128
11,Angled90,P2,True,21.00757
12,Angled90,P2,True,15.5767
11,SideBySide,P2,True,40.29126
12,SideBySide,P2,TRUE,18.43875
11,FaceToFaceNoIntersect,P2,True,38.92628
12,FaceToFaceNoIntersect,P2,True,16.76486
11,FacetoFaceIntersect,P2,True,54.62832
12,FacetoFaceIntersect,P2,True,23.12759
13,FaceToFaceNoIntersect,P2,True,46.55554
14,FaceToFaceNoIntersect,P2,True,41.32071
13,SideBySide,P2,True,46.72862
14,SideBySide,P2,True,10.54282
13,Angled90,P2,True,39.99203
14,Angled90,P2,True,31.64148
13,FacetoFaceIntersect,P2,True,17.16226
14,FacetoFaceIntersect,P2,True,26.25795
13,CoupledView,P2,True,49.09032
14,CoupledView,P2,True,27.11853
15,FacetoFaceIntersect,P2,True,58.40282
16,FacetoFaceIntersect,P2,True,24.06707
15,SideBySide,P2,True,31.16986
16,SideBySide,P2,True,8.797775
15,FaceToFaceNoIntersect,P2,True,64.77959
16,FaceToFaceNoIntersect,P2,True,25.42721
15,CoupledView,P2,True,21.59886
16,CoupledView,P2,True,33.90811
15,Angled90,P2,True,23.46669
16,Angled90,P2,True,5.808983
17,CoupledView,P2,True,50.47025
18,CoupledView,P2,True,46.60156
17,SideBySide,P2,True,22.61273
18,SideBySide,P2,True,5.581848
17,Angled90,P2,True,28.8082
18,Angled90,P2,True,6.852386
17,FacetoFaceIntersect,P2,True,25.83667
18,FacetoFaceIntersect,P2,True,17.68642
17,FaceToFaceNoIntersect,P2,True,30.03871
18,FaceToFaceNoIntersect,P2,True,20.37206
